param m := 100;

param n := 100;


param fixo := 200 ;

param CAP := 20;

param matrix :	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	:=
61	0	13.6	0	85	52.4	0	0	0	10.9	0	44.6	136.7	134.2	0	10.4	37.5	0	83.6	106.6	0	117.5	88.6	120.1	0	93.2	33.6	19.9	46.5	26.8	84	118.7	45.5	0	0	69.1	6.8	22.8	0	23.5	141.6	0	53.8	137.7	0	142	39.8	75.9	49.9	48.8	0	123.4	0	0	123.3	80.9	81.9	142.8	47.6	72.2	142.8	87.8	86.9	22.1	100	0	0	0	139.7	0	29	23	0	138.4	68.4	77.6	67.2	49.5	93.8	100.8	47.9	94.2	84.8	46.4	109.4	113.4	23.2	119.1	121.1	42.6	138.5	0	136.1	0	89.5	0	115.3	0	3.9	0	66.4	
62	82.2	0	0	6.9	0	17	93.4	0	137	19.5	101.3	87.2	100.1	0	0	5.5	12	0	0	117.4	141	0	74.9	0	142.2	11.7	0	107.4	49.6	70.1	60.8	66.7	25.2	0	99.1	0	36	126.2	0	0	0	12.2	92.2	0	39.3	52	114.9	0	0	0	8	0	12.7	0	21.1	0	0	0	12.4	87.6	127.4	0	78.8	130.1	59.9	21.7	128.3	0	57.7	0	101.2	82.9	68.1	59.1	0	46.1	135	138.7	0	0	88	52.4	97.4	128.5	71.8	57.8	0	0	101.5	126.6	0	64	95	80.4	17.7	119.5	0	96.7	80.6	38.4	
63	0	99.5	0	129	132.7	4.4	53.7	34	4.9	77.9	0	0	32.2	0	0	139.3	19.4	17.2	0	30.8	125.4	0	108.9	123.5	22.8	0	15.7	92.3	101.6	0	9.9	123	0	28.3	0	0	24	51.4	27.2	105.2	71.7	0	143	45.5	142.4	128.8	0	8.6	0	10.9	0	46.4	89.8	87	79.7	58.8	133.9	0	136.9	36.2	41.9	73.9	90.9	0	99.8	0	0	84.7	120	73.7	0	92.6	75.8	136.5	0	2.4	119.4	0	43.4	129.8	8.8	91.6	127.9	105.7	119.9	129.6	47.9	5.6	6.4	53.6	109.6	0	62.9	19.4	103.7	83.3	85.6	0	0	72.1	
64	0	14.9	139.5	20.8	0	30.2	116.1	0	0	49.1	0	0	6.4	71	136.5	84.1	39.5	0	0	55.3	2.3	80.1	0	116.1	142.8	25.4	37.9	63.5	80.1	30.9	86	101.3	0	0	131.8	0	0	0	91.4	138.8	54	0	32.2	29	0	33.6	49.6	0	0	136.6	19.4	0	134.1	0	81.5	42.4	133.7	0	56.4	0	0	27.6	0	69.8	131.5	0	24.6	81.6	100.3	0	0	0	1	113.1	127.1	67.3	139.6	91.6	0	72.1	0	23	0	0	0	116.4	0	134.7	137.6	0	106.3	0	35	0	53.6	0	3.3	0	52.9	38.3	
65	0	100.2	64.5	97.2	8	0	94.3	10.6	101.4	4.2	93.9	50.3	10.1	61.5	123.2	0	28.7	0	0	41.5	0	26.1	0.1	0	135.9	113.5	76.1	65.6	0	134.5	121.2	113.8	6.1	52.1	108.8	117.8	116.9	116.4	106.4	3.2	0	24.2	37.2	0	0	0	0	18.2	59.1	0	59.3	0	113.9	74.5	58.9	105.3	129.2	26.1	0	57.7	0	31.5	123	95.8	0	62.4	116.6	65.9	80	9.6	0	0	37	17.6	20.1	51.6	0	119.4	0	83.8	0	131.9	0	104	132.8	78.2	19.5	82.1	52.7	87.9	0	67.5	0	0	67.4	0	0	0	12.6	136.7	
66	68	92.7	0	39	62	0	136.4	0	129.3	0	0	0	32.3	100.8	14.6	0	68.2	0	39.9	0	106.7	0	0	18.8	89.4	80.5	107.8	0	0	37.7	98.5	135	31.7	98.3	80.7	130.4	70	74.7	118.1	0	87.5	79.7	53.7	0	53.7	0	0	107	79.3	94.7	85.2	43.2	0	129.9	51.2	47.5	32.4	114.1	0	0	51.5	11.1	10.8	128.6	51.2	19.1	25.5	0	99.2	57.2	76.1	135.9	120.4	35.4	0	0	0	70.4	22.1	0	13	0	95.3	13.3	0	0	34.2	0	0.9	0	0	58.4	0	0	0	20.6	73.9	21	19.6	31.4	
67	46.3	36.6	0	76.9	0	0	115.2	12	53.5	69.3	0	0	0	0	17.3	0	59.7	0	47.3	31.4	0	16.6	91.1	66	113.5	0	0	129.9	53.3	62.2	32.4	21.8	129.9	0	104.8	125.9	0	120.4	130.3	0	0	106.8	0	80.3	131.8	36.8	3.9	13.5	102.6	0	0	0	0	135.2	68.2	0	7.8	0	57.2	141.7	0	99.8	27.1	24.6	69.2	106.1	0	114.1	109.6	98.1	0	3.5	65.4	0	7.6	23.1	0	56.8	44.9	0	62	33.9	0	42.7	11.7	0	0	0	0	60.9	106.6	54.4	58.4	0	86.6	55.6	137.7	24.9	0	85.8	
68	138.9	108.3	118.7	100.6	108.7	10.1	0	21.5	0	127.1	0	136.7	30	81.9	0	85.2	57.1	56	0	0	66.5	0	137.5	112.2	0	35.4	81.9	55.7	0	84.6	0	0	100.6	122.5	33.3	74.2	90.1	1	75.4	61.3	106.8	103.1	0	0	21.7	66.2	91.3	80.3	56.9	76.8	32.9	139.4	109.9	13.3	30	134.9	62.9	0	68.8	0	0	65.7	115	96.2	121.6	55.3	82.5	0.7	99.8	133.4	0	0	103.1	115.6	0	107.6	28.9	0	75.9	0	0	126.9	47.9	21.7	115.6	142.4	107.8	93	136	0	15.7	101.6	87.8	0	72.1	132.4	0	91.4	40.7	80.6	
69	56.3	38.1	48.2	127.2	38.8	0	93.5	110	63.4	0	0	0	19.3	0	30.7	0	0	0	24.8	114.8	126.2	22.2	0	98.6	66.4	80.1	37	4.7	124	9.3	125.6	40.9	0	86.6	17	0	0	130.2	34.2	62.7	0	49.9	0	0	0	51	0	128.5	0	0	0	80.6	0	78.2	23.1	41.3	93.6	87.4	44.5	0	129	90	134.1	4.4	36.4	1.9	0	0	113.3	0	0	95.2	0	111.8	52.3	0	0	0	0	0	48.6	111.4	128.4	0	133.3	8.5	130.9	73.1	99.7	105	0	0	85.2	13.2	0	101	142.8	114.7	47	66.9	
70	56.4	0	0	0	116	90.7	61.2	126.4	18.6	122.7	32.8	14.2	0	54.1	0	121.5	100.7	55.7	66.2	0	75.7	0	0	13.6	0	73.7	113.6	116	0	21.1	0	0	72.8	127.2	77	0	71	15	111.2	30.6	26	0	0	35.4	27.9	124.1	18.3	5.3	16.1	35	42.4	0	0	70.8	120.2	17	0	112.2	0	83.3	51.3	39.1	0	91.2	9.4	54	109.7	89	130.8	0	19.9	34.5	106.4	0	0	61.8	56.4	0	56.3	0	60.7	113.3	39.3	1.1	0	122.9	120	26.8	49.5	74.4	49.6	52.7	105.8	0	0	0	129.3	38.6	0	132.2	
71	0	131.1	70.9	51.4	99.2	2.1	55.4	0	53.9	0	131	125.9	12.3	44.5	0	122.5	123.5	7	0	51.5	19.2	49.2	0	27.4	81	12	19.4	30.4	94.3	44.6	0	0	90.6	0	134.4	66.1	0	30.3	0	128.7	115.6	28.8	0	0	52.1	0	101.5	43.2	64	72.6	136	0	0	112.6	37.3	90.4	0	11.6	97.8	3.8	132.9	9.9	32.7	0	103.9	0	99.7	42.7	16	0	0.9	128.5	0	4.1	24	67.1	30.4	0	112.8	34.7	0	0	0	0	18.6	73	0	0	0	0	0	111	140.1	82.6	0	1.9	135.2	0	0	108.1	
72	9.2	0	120.8	136.3	22.9	82.1	0	48.1	39.1	118.8	119.9	112.3	114.3	0	136	0	0	57.4	103.4	76.9	30.5	108	98	0	17.1	0.8	0	0.7	114.1	1.9	127.7	115.3	0	129	37	20.3	29	108.9	0	0	0	46.7	17.2	0	0	125.9	0	44.3	0	136.6	0	105	33.1	10.5	135.1	22.2	46.5	117.1	120	0	115.3	21.1	7	0	106.5	35.9	0	0	0	57.5	135.7	0	70.9	0	125.7	75.9	105	0	48.8	0	104.3	45.2	74.9	15.9	134.3	0	0	11.4	53.2	128.9	123.6	57.8	75.7	100.7	64.6	141	92.3	89.8	128.1	0	
73	0	102.7	114.4	5.2	74.3	114.1	92.9	111	6.1	93.5	98.6	129.5	102.9	14.4	108.4	84	0	0	132.6	101.7	0	32.5	137.3	0	0	138.8	75.9	105.1	0	0	91.6	0	31.3	86.7	96	138.9	0	8.1	109.9	8.1	12.7	114.5	95.9	0	74.7	55.4	52.9	0	49.8	78.7	33.1	0	106.6	65	119.7	56.7	102.9	7.6	96.8	0	73.2	0	0	85	33.2	0	40.7	0	135.8	63.6	119.4	0	0	120.6	0	0	46.9	21.2	25.1	13.7	84.8	0	15.4	136.8	13.9	115.7	0	0	107.4	0	94.1	0	87.8	5.6	98.7	100.1	105	0	134.3	0	
74	57	23.2	102.5	79.8	110.3	104.9	123.5	50.4	101.8	0	0	45.6	0	115.9	0	0	79	65.9	0	23.4	22.7	41.1	56.5	0	0	31	49	0	0	133.6	0	131.3	115.7	94.2	0	138.3	31.4	66.9	44.1	39.4	0	17	135.4	98.6	66.7	0	43	0	21.2	86.4	0	29.9	130.1	78.2	8	66.3	0	0	130.3	32.8	101.3	105.5	98.8	50.5	0	89.3	4.1	9.1	26	0	63.2	0	0	90.1	0	6.4	61.2	115.6	0	0	37.8	0	0	76.5	0.9	83.9	0	0	0	0	75.5	0	80.4	85	143	0	67	10	16	103.3	
75	129.3	35	90.5	89.7	133.4	106.6	84.4	0	78.8	0	0	103.9	84.5	15.4	0	0	87.9	82.6	86.5	99.3	101.9	0	0	134.1	100.4	134	81.1	77.5	69.5	87.8	0	37.1	0	34.7	32.4	41.7	4.9	48.6	39.5	103.6	78.7	107	0	0	45.8	0	7.8	16.5	0	42.2	0	33.2	68.1	134.8	116.3	0	0	19.6	107.1	0	29.2	34.7	104.8	29.3	51.7	0	106.3	25.6	0	116.7	0	36.5	55.1	118	0	83.8	19.6	58.1	76.2	0	94.6	51.8	59.6	0	131.6	0	0	0	102.5	0	44.5	53	0	133.3	0	0	0	0	0	87.2	
76	83.4	66.1	0	123.1	0	104.3	0	0	0	0	78.9	0	118.5	133.4	82.3	13.6	4.8	9.6	39.8	23.9	0	60.4	124.7	0	123.8	0	78.3	77.9	58.1	79.1	18.7	99	79.4	37.2	101.8	0	0	0	0	87	0	76.1	0	61	0	106.9	0	29.7	62	0	102.4	117.3	0	19.9	57.5	111.8	0	74.8	2.4	81	74.8	0	0	13.1	0	0	50.3	108	122.3	45.9	30.2	81.4	105.7	0	23.8	0	0	70.8	110.1	90.3	0	0	29.2	9.7	33.8	0	0	49.4	92.2	0	48.8	0	0	65.3	1.7	105.7	69.5	119.2	30	0	
77	0	137.1	117.4	66	0	35.3	0	73.4	28.1	121.6	78.9	34.5	0	138.3	40.4	0	0	96.2	67.5	97.1	0	86.3	73.5	15.6	123.9	41.8	29.7	0	58.6	135.4	64.2	0	110.7	98.6	0	0	0	98.8	114.7	0	120.5	48.3	122.5	0	23.3	0	0	116.8	115.4	115.8	130.7	24.8	0	0	3.8	41.7	15.3	40.4	0	28.2	66.3	3	60.2	0	13.4	25.2	110.1	43.1	0	0	0	0	41.9	0	0	31.5	118.8	0	0	17.7	130.7	49.1	115.8	0	0	116	116.4	96.8	46.2	38.3	8.7	76	0	7.2	89	0	12.9	44.7	0	88.5	
78	0	0	137.2	61.4	122.7	91.8	19.9	27.6	34.7	103.1	97	0	50.8	0	17.6	43.7	34.2	135.4	0	108.3	37.3	9.4	131.7	0	19	0	0	27.8	125.8	0	0	56.4	107.9	62.1	61.2	96.9	49.4	91.4	9.4	62.7	7.2	131.8	10.5	0	68.7	93.9	56.1	39.9	21.9	0	0	0	54.6	14	0	12.9	77	89.9	0	71.9	28.4	129.9	36.6	137.6	87.3	118.2	32.7	0	17.2	0	12.4	0	0	0	99.2	63.4	59.8	84.6	50.7	0	10.7	35.4	85.6	27.2	0	0	17.7	95.2	119.3	0	0	0	94.9	95.8	126.9	25.6	47.7	0	109.4	37.1	
79	0	0	115.9	0	37.7	4.7	9.2	18	111.4	13	40.2	0	98.9	4.2	121.9	37.4	0	0	93.4	17.9	121	0	128.2	0	0	82.4	4	103.5	7.3	0	66.8	0	64.4	0	98.7	142.7	47.6	55.8	0	0	0	141.1	49	82.4	111.4	32.1	0	107	92.3	29	90.8	100.1	0	102.8	0	133.1	2.1	0	0	0	33.7	3.3	82.7	0	124.7	26.2	0	44.9	25.7	0	0	139.4	123.2	0	93	0	72	0	101.4	52	119.4	100.8	94.3	65.4	0	65	9.6	20.1	142.8	56.8	0	134.2	103.1	0	84.4	21.2	0	0	13.1	66.5	
80	0	85.9	88.9	48.7	0	0	93.9	136.2	0	21.6	0	99.6	50.2	62.1	1.8	0	0	43.3	0	0	19	58.1	119.3	0	34.6	110.5	91.7	21.4	0	120.6	72.7	0	6.6	79.1	1.2	58.3	130.4	110.3	23.3	63	105.2	1.9	142.7	2.2	30	0	0	0	0	53.9	23.8	77.5	0	134.3	27.7	97.9	122.4	0	43.1	33.2	117.3	1.8	99.2	60.6	0	0	0	13.5	20.1	91.1	86.2	0	0	92	0	8.2	96.1	0	48.3	61.2	14.6	53.2	0	5.6	48.8	0	59.1	0	43.4	77.5	1.3	121.1	75	6.6	112.8	0	0	19.3	137.9	15.2	
81	59.8	129.4	128.4	135.4	104.5	24.6	37.6	63.1	28.8	6.8	88.5	28.2	0	131.1	0	0	0	70.7	0	65.2	110	140.7	134.3	0	55.4	31.2	63.2	84.4	70.6	54	0	12.4	0	0	10	36.8	0	0	0	0	86.6	119.8	18.1	117.5	4.2	101.3	117	40.6	9.6	0	84.7	4	123.3	0	61	89.7	0	0	42.8	0	0	0	0	127.4	82.1	96.7	0	120.5	22.9	0	111.2	82.2	10.9	0	0	0	2.4	111.3	0	90.8	10.7	69.9	10.7	0	90.1	33.1	0	0	21.6	6	0	83	96.7	23.8	38.6	7.2	0	0	20	7.9	
82	38.4	7.1	57.4	95.3	89.1	109.3	104.5	60	23.4	56.5	30	0	24.8	33.2	72.8	6.8	0	132.3	104.6	0.6	37.6	70	71.3	114.4	29.2	135.1	55	111.3	72.9	20	0	128.8	80.8	80.3	92.5	0	106.6	0	112.2	41.8	0	32.7	0	0	14.3	85.6	0	50.3	74.6	94.5	73	58.9	0	25.8	0	50.4	124.8	111	0	23.9	18.7	0	100.4	2.1	69.1	76.8	64.2	0	0	94.7	123.9	81.3	0	52.8	133.4	51.9	84.1	107	0.7	116.4	98.6	1.5	21.2	0	0	142.5	98.4	0	54.1	37.4	82.9	0	0	0	115.4	0	13.9	134.1	64.2	73.9	
83	27.5	38.1	37.1	74.9	0	0	0	0	111.5	0	57.8	80.8	40.4	0	0	0	119.1	44.4	100.5	103.4	113.2	142.6	38.6	72.8	16.4	2.9	137.8	94.5	63.4	52.6	105.8	0	102.9	0	83.8	101.1	21.4	0	3.5	0	0	0	28.4	36.4	0	4	93	0	80.2	0	0	133.3	77.4	50.7	32.9	9.6	77.1	0	139.3	6.2	55.1	0	23.3	0	137.3	63.8	32.3	74.2	84.8	4.4	134.4	119.1	24.7	0	0	0	63.4	0	0	124.5	48.5	47.9	0	87.6	99.7	58.1	77.5	0	4	49	0	122.7	139.8	75.1	113.8	51.9	82	70.8	117.1	0	
84	98.3	0	95.9	61.6	56.8	0	34	93.9	140.2	92.3	75.3	0	142.6	0	120.2	26.7	0	58.3	0	0	28	107.7	125.3	111.5	72.9	100.1	131.9	92.9	18.5	121.8	0	0.3	142.6	75.2	0	47.8	9.2	19.2	129.1	77.2	0	37	11.2	138.3	111.3	111.5	0	37.7	134.7	76.3	0	121.9	29.4	85.3	43.7	0	61.1	0	13	118.1	37.4	107.5	72.1	82.3	38.5	0	0	95.8	0	92.9	0	1.3	71.9	90.6	133.2	0	42.4	121.3	90.6	64.3	23	38.8	31.7	86	0	80	115.8	48.2	47.9	107.4	79.7	17.8	0	107.3	137.3	6.5	139.2	0	77.6	0	
85	0	9.3	0	0.2	92.4	97	84.7	0	53.1	84.9	0	131.4	101.6	17	22.3	83.9	87.8	95.1	2.3	51.7	0	0	0	4.1	13.2	0	111.6	63.9	110.1	99.1	9.2	0	84	110.7	0	86.8	6.8	73.8	101.5	91.7	20.2	96.9	129.6	0	0	126.8	111.9	5.2	81.2	9.3	52.2	26.9	116.1	0	0	75.3	6.4	141.3	0	27	0	133.7	65.4	83	0	84.2	2.2	36.2	0	30.8	102.9	123.6	2	65.3	0	133.3	41.1	105	115.9	0	51.8	48.7	61.8	0	49.8	0.7	0	82.6	122.2	0	43.2	0	12.2	127.2	42.2	0	12	129.9	57	43.7	
86	0	0	62.9	111.3	79.5	126.5	0	38.4	0	75.7	0	91.6	24.6	63.6	74	41.2	76.8	0	31.8	21.9	0	0	69	82	81.5	58.5	0	0	0	107.3	45.4	84.2	0	6.9	139.5	141.4	132.8	0	0	0	52.8	129.8	137.8	111.9	70.5	0	87.4	0	99.8	22.3	0	70.1	72.7	29.3	0	78.1	37.3	0	5.2	0	0	78.9	59.8	121.1	51.3	112.3	72.5	0	98.9	0	0	124.2	44.5	0	0	0	77.6	46.9	136.4	77.5	63.2	54.2	35.6	75.6	0	85	135.5	20.7	0	18.1	0	93.1	82.3	95	117.2	82.6	80.5	0	120	135.9	
87	19.7	10.8	126.9	0	0	0	4.9	96.8	114	0	69.3	0	86.2	118	97.8	11.5	0	34.8	0	102	0	0	94.9	0	0	0	125.7	114	12.2	110	17.2	0	134.7	112.6	49.1	95.2	61.6	5.3	75.6	0	3.6	74.7	2.2	77.6	5.6	40.8	9.6	106	82.7	137.8	65.1	62.5	91.4	0	9	10.1	37.6	112.4	5.4	78.3	27.2	9.1	55.5	119.7	139.3	0	0	136.6	85.5	142.2	33.9	21.1	0	116.2	81.2	139.3	118.1	0	0	118.3	117	95.1	4.5	82	74.5	0	0	80.1	122.7	45.4	112.5	49.8	62.2	0	105.4	118.3	29.3	0	0	83.7	
88	9.7	52.7	104.3	140.8	53.4	116.7	19.3	57.1	98.1	0	0	0	138.7	22.7	0	74.6	55.5	100.4	34.4	0	15.4	0	62.7	72.1	35.5	0	0	0	23.9	112.3	14.4	79.4	44	44.7	129.6	82.5	0	131.3	47.6	2.1	0	0	2	44.4	0	56.5	106.3	0	30.3	120.2	23.3	0	1.4	93.2	131.3	0	135.5	0	134.9	50.5	35.5	26.8	0	0	111	7.6	22.3	0	0	112	0	101.1	40	0	64.2	95	0	67	79.7	24.3	0	20.9	138.5	75.1	137.5	51.6	0	39	129	85.2	126.4	0	121.9	67.6	111.4	95.2	124.1	136.3	50.9	61.3	
89	128	8.9	0	38.8	36.5	0	103.2	38.8	62.2	14.7	0	117.2	56.3	0	0	24.3	0	36.4	0	15.8	83.9	0	0	74.7	0	47.9	44.7	0	0	0	102.1	107.1	106.1	58.3	106.2	125.3	38.5	126.9	0	101.7	117.9	142.9	135.8	100.7	29.8	0	0	137	53	0	135.3	0	0	18.7	125.4	42.1	59.2	80.6	98.2	80.7	0	126.5	45.3	91.3	119.2	0	118.5	0	24.5	79.3	142.8	0	54.5	66.7	140.5	100.7	0	0	94.2	0	0	49.6	75.9	30.5	16.8	15.6	97.8	74.3	82.7	3.9	85.2	97	0	31	46.4	8.5	134.1	102.7	0	87.8	
90	0	0	139.1	0	67.6	58	116.8	125.9	3.2	84.6	125.8	56.8	0	96.4	88.4	0	69.1	0	0	105	0	120.5	0	62.6	0	0	125.5	78.3	39	0	131.7	58.8	62.6	41.2	128.6	106.9	73.2	0	0	0	131	90	65.7	62	0	116.1	10.9	63.1	0	49.6	0	34.2	108.7	123.9	24.3	0	23.1	0	30.5	61.2	0	0	16.5	0	50.3	62.6	34.2	85.2	0	12.5	143	31.7	57.8	104.2	79.3	20.4	0	7.1	32.7	0	0	49.7	0	0	0	118.8	0	0	0	6.6	22.3	28.6	51.4	114.5	22.6	57.1	0	31.2	11.1	0	
91	0	3.2	0	123.5	88.5	0	29.5	0	130.3	125.5	0	6.8	0	120.1	140.6	131.7	117.9	68.2	0	2.3	18.9	0	27.3	99.6	0	89.3	0	101.4	81.3	15.9	134.4	0	123.5	0	0	119.6	100.2	0	0	142.2	0	0	0	89.9	0	72.2	37.3	118.8	0	0	0	110.9	105.6	0	7.9	141.5	0	39.5	20.6	123.9	125.8	0.1	1	23.9	0	47.9	110.8	0	36.9	0	0	0	34.8	0	111.9	6	10.8	114.9	0	0	93.9	0	0	80	41.5	48.4	34.5	58.5	24.7	96.7	81.8	37.9	0	107.3	82.4	74.6	93.4	57.6	38.7	118.3	
92	63.9	78.5	10.9	87	38.9	81.1	57.9	0	126.8	55.1	0	58.1	0	0	14.3	133.4	12.7	127.8	0	123.8	13	64.7	98.2	2	82.3	0	2.6	67.2	0	0	6.1	0	0	127.9	1.9	107.8	0	17.4	0	0	116.4	89.1	0	24.1	1.5	95.6	20.2	20	0	87.2	115.5	0	114	20.2	70.3	134.8	0	0	0	0	47.3	1	0	0	0	134.6	20.6	79.5	104.2	23.7	0	31.8	0	0.8	0	99.2	0	53.6	0	26.6	82.3	74.9	88	116.3	0	136.1	0	42.3	0	55.7	93.7	59	26.3	0	112.1	63	130.4	56.3	66.2	0	
93	14.8	0	120.2	0	0	106.1	0	103.7	75.1	0	0	109.1	61.8	31.1	69.3	0	0	51.9	110.7	72.5	0	131.1	142.2	0	0	0	62.4	4	0	0	39.8	137.3	112.3	39.2	81.7	133.6	121.7	0	0	103.4	74.5	12.2	0	60.3	0	0	52.2	48	138.6	138.3	55.1	87.6	94.6	75.5	5.8	83.5	0	22.9	0	0	129.5	70	113.3	60.5	115.9	41.3	57.9	0	0	0	80.6	98.6	116.5	69.8	0	23.5	95.7	128.1	50.3	48.8	57	121.3	0	0	0	86.6	0	94.2	95.7	49.7	113	0	0	107.3	136.7	0	21.6	43.6	65.4	0	
94	0	112.7	105.4	95.6	0	88.1	28.9	86.2	64.4	43.1	0	30.8	0	107.5	0	82.9	0	52.3	26.3	93.5	5.6	136.7	0	137.6	46.7	0	2.1	58.7	8.5	0	112.6	44.7	25.4	107.1	0	133.5	3.8	116.3	68.5	99.1	14.2	102	45.9	119.3	0	23.2	59.8	3.7	29.5	121.9	0	1.3	30.3	37.5	41.9	111.5	0	0	137.7	141.1	0	49.7	0	0	8.1	73.3	24.5	98.1	67.5	54	0	66	0	118.7	37.1	65.4	55.2	35.3	0	101.3	0	0	0.3	123.5	66.1	142.7	105.9	0	109.7	40	0	0	48.4	15.3	23.5	0	30.6	98.9	26.3	0	
95	86.4	0	59.8	11.8	135.9	0	0	23.7	66.1	0	23.7	0	116.8	0	79.2	76.2	0	0	0	52.7	70.4	67.4	123.2	122.7	4.7	0	0	100.4	133.3	6.3	0	36.1	0	77.4	108.4	8.5	128.2	52.4	127.5	15.3	0	33	131	0	3.1	37.2	0	76.8	136.3	0	19.9	77.4	59	94.6	6.5	0	25.8	0	0	0	4.7	102.3	66.1	0	34	33.8	138	44.8	0	74.4	66.9	0	33.9	0	84.5	0	57.7	0	82.9	90	103	0	0	18.6	0	5.8	91.4	85.8	0	33.2	31.2	0	23.2	74.9	0	0	34.8	115.8	14.1	0	
96	38.3	0	58.3	0	60.8	3.9	0	0	21.4	62.4	0	0	130.7	105.8	0	0	0	104.4	94.7	0	0	42.6	25.7	88.1	61.4	0	121.9	0	45.5	120.7	56.6	1.1	98.8	69.4	107.2	0.1	69.6	56	33.1	25.4	45.6	0	0	128.8	0	0	0	0	78.6	0	48.3	0	36.7	33.4	95.4	23.2	0	0	97	0	49.4	0	41.6	44.2	0	111.9	28.8	0	0	44.4	33.2	0	4.8	0.7	15.4	22.2	132.3	0	3.4	92.7	80.9	37.9	26.9	124.9	0	12.5	105.6	84.5	34.7	64.4	0	52.9	63.7	0	109	100.2	33.1	32.4	84.4	118	
97	65.9	66	70.1	0	0	82.6	93.7	0	0	80.9	22.2	26.4	37.3	3	114.7	0	0	0	51.8	0	0	0	52	15.2	49.2	91.2	0	0	0	29.9	0	0	49.6	60.5	131.3	20.9	0	0	0	0	11	0	6.6	0	141.9	96.7	96.6	107.4	65.2	0	0	104.3	0	139.8	39.5	0	123.8	0	123.4	3.7	55	0	32.6	72	130.2	104.3	5	0	36.9	20.9	27.7	130.8	94.3	0	45.3	0	0	0	29.9	119.4	4.2	0	89.5	19	111.1	56	13.3	73.7	137.1	70.2	19.8	32.5	0	0	0	0	70.4	48.2	8.7	0	
98	64.5	18.7	80.8	0	128.8	53.7	50.1	0	116	51.6	78.6	129	0	30.6	87	6.7	66.4	85.5	0	22.3	96.8	0	0.3	97.5	96.4	54.9	80.6	7.4	126.8	0	53.2	107.5	138.2	133.3	47.8	7.8	134.4	0	0	0	120.1	47.8	27.3	21.1	46.8	91.9	56.7	85.6	41.3	0	0	0	71.1	14	133.1	0	45.5	32.8	83.2	6	0	68.2	65.7	107.4	77	41.9	8.4	23.3	37	0	0	0	0	127.5	129.8	59	0	31	0	0	15.3	9.2	0	94.2	0	104.2	103.2	124.2	83.7	0	0	99.1	16.6	0.7	96	47	0	81.1	62.7	115.3	
99	0	0	75.6	90.7	0	0	122.1	0	0	42.9	114.3	32.2	131.4	0	15	0	140.1	54.6	62.6	0	59.3	0	139.4	74.6	58.7	17.1	75.2	36.7	58	0	45.2	122	76.1	0	0	141.1	84.7	0	0	112.8	0	103.2	112.8	71.6	0	69.2	68	116	41.8	65.1	0	40.7	103.5	72.4	12.9	98.8	39.4	0	64.2	0	102.4	40.1	60	113.6	1	22.3	7.4	21.8	106.5	15.5	37.2	0	0	74.6	38.6	138.2	51	49.2	0	1.2	0	55.8	90.4	40.1	0	118.2	99.2	0	0	80.2	68	1.5	72.8	129.7	0	0	96.1	0	74.7	88	
100	0	99.4	122.4	119.7	60.4	137.1	119.1	0	0	91.5	50.8	90.9	55.8	74.4	0	0	0	0	11.9	73.7	119.5	80	0	130.5	0	28.1	0	27.9	80.2	84.5	20.2	0	61.2	104.6	0	128.2	22.2	0	0	0	53	15.1	0	0	48.4	0	132	0	120.4	0	98.5	142.3	0	107.1	52.3	0	82.7	68.4	0	46.9	94.1	140.8	37.4	0	33.3	55.6	122.9	92.8	9.2	27.6	42.1	0.5	0	17.2	105.9	0	17.2	0	33.9	0	136.2	0	115.7	0	49.5	137.5	36	106.9	0	0	99.8	129.1	0	71.9	77.9	32.9	0	0	129.7	27.1	
;																																																																																																					param procura :	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	:=
1	2	0	4	0	6	0	2	2	4	1	1	5	0	0	0	4	0	6	4	0	3	0	0	3	2	2	3	3	4	6	6	0	6	0	5	0	5	1	5	3	2	0	6	5	5	0	5	0	6	4	6	0	0	1	0	0	0	4	3	5	5	0	5	5	1	0	5	2	1	4	6	5	0	2	6	0	1	3	0	0	0	3	5	2	0	3	2	6	5	1	5	3	0	6	0	0	3	5	4	0	
2	3	2	3	3	3	6	1	1	4	0	2	1	6	0	0	5	0	5	2	2	3	3	3	5	0	2	5	3	5	0	2	5	5	5	5	5	3	6	0	4	2	1	0	4	6	0	4	6	2	2	1	3	2	0	6	4	4	6	2	0	2	6	4	4	6	6	5	5	3	0	0	1	6	2	6	5	4	5	2	0	2	5	0	1	0	1	2	0	0	3	2	6	0	5	0	0	3	0	1	5	
